INSPECTION_ID,PUBLIC_HOUSING_AGENCY_NAME,COST_OF_INSPECTION_IN_DOLLARS,INSPECTED_DEVELOPMENT_NAME,INSPECTED_DEVELOPMENT_ADDRESS,INSPECTED_DEVELOPMENT_CITY,INSPECTED_DEVELOPMENT_STATE,INSPECTION_DATE,INSPECTION_SCORE
527514,Housing Authority of Prince Geor,31193,OWENS ROAD,1100 Owens Rd,Oxon Hill,MD,11/10/2014,89
523940,Housing Authority of Princeton,28067,UNNAMED,810 W 16th St,Bonham,TX,6/27/2014,98
528313,Housing Authority of Princeton,13745,HILLVIEW CT,100 Hillview Ct,Princeton,KY,7/30/2014,93
523770,Housing Authority of Providence,23840,WESTVIEW APTS,101 Center Ridge Dr,Providence,KY,6/3/2014,96
506183,Housing Authority of Pulaski Cou,36747,MOUNDS,130 Richland Ter,Mounds,IL,7/2/2013,84
511638,Housing Authority of Quanah,13082,MCCLELLAND APTS.,PO Box 208,Quanah,TX,11/5/2013,90
521978,Housing Authority of Racine Coun,13852,RACINE CO,837 S Main St,Racine,WI,3/17/2014,48
522605,Housing Authority of Radcliff,38369,MURRAY HEIGHTS,480 Robbie Valentine Dr,Radcliff,KY,4/15/2014,95
521975,Housing Authority of Raleigh Cou,31279,Apple Tree/Timberl,PO Box 2618,Beckley,WV,5/2/2014,59
506358,Housing Authority of Ralls,28208,UNNAMED,817 7th Street,RALLS,TX,6/26/2013,94
510830,Housing Authority of Ranger,10141,TERRY PLACE,526 N Austin St,Ranger,TX,3/10/2014,94
505607,Housing Authority of Rankin,26017,Rankin,  ,RANKIN,TX,5/9/2013,84
521613,Housing Authority of Rapides Par,12731,"CHENEYVILLE, LECOM",119  119 Boyce Gardens Drive,BOYCE,LA,4/3/2014,53
523306,Housing Authority of Reform,25765,REFORM HA,510 5th Ct NW,Reform,AL,6/17/2014,79
507234,Housing Authority of Richmond,28421,B E WILLIS MANOR,100 Robinson Dr,Richmond,KY,6/24/2013,89
507326,Housing Authority of Richmond,34736,SMITH VILLAGE,429 Smith Vlg,Richmond,KY,6/26/2013,93
506869,Housing Authority of Richmond,14200,Parrish Avenue,100 Robinson Dr,Richmond,KY,6/27/2013,100
523680,Housing Authority of Rising Star,25599,UNNAMED,109 Dill St,Rising Star,TX,7/9/2014,99
506236,Housing Authority of Roby,39764,UNNAMED,206 S. College,ROBY,TX,7/19/2013,89
510774,Housing Authority of Rockdale,18036,UNNAMED,100 Cordova Dr,Rockdale,TX,10/22/2013,84
510742,Housing Authority of Rockwall,37049,UNNAMED,100 Lake Meadows Dr,Rockwall,TX,3/6/2014,68
510846,Housing Authority of Rogers,32524,UNNAMED,704A Rogers Cemetery Rd,Rogers,TX,11/7/2013,98
506340,Housing Authority of Rosebud,20430,Ashcraft Court,402 N 4th St,Rosebud,TX,6/12/2013,92
505603,Housing Authority of Rotan,34513,ROTAN HOUSING AUTH,202 W McArthur St,Rotan,TX,5/7/2013,92
522474,Housing Authority of Rotan,39619,ROTAN HOUSING AUTH,202 W McArthur St,Rotan,TX,4/29/2014,93
510462,Housing Authority of Royse City,22634,UNNAMED,305 N Houston St,Royse City,TX,10/21/2013,88
535933,Housing Authority of Russellvill,30077,TWINBROOKS,940 Hicks St,Russellville,KY,11/5/2014,95
506795,Housing Authority of Ruston,36618,"EASTWOOD, Fam, MAR",615 N Farmerville St,Ruston,LA,8/15/2013,85
522150,Housing Authority of Salt Lake C,13583,RENDON TERRACE,1776 S West Temple,Salt Lake City,UT,4/8/2014,99
521634,Housing Authority of Salt Lake C,32202,CITY PLAZA,1992 S 200 E,Salt Lake City,UT,4/9/2014,99
510655,Housing Authority of Salyersvill,19488,ALLEN DRIVE APTS,540 Allen Dr,Salyersville,KY,8/28/2013,97
507315,Housing Authority of San Augusti,12459,CEDAR HILLS,700 S Broadway St,San Augustine,TX,9/10/2013,82
510808,Housing Authority of Santa Anna,11516,UNNAMED,700 Wallis Ave,Santa Anna,TX,10/24/2013,88
506192,Housing Authority of Savannah,36065,EDGAR C. BLACKSHEA,939 Wheaton St,Savannah,GA,6/3/2013,87
506401,Housing Authority of Savannah,39250,Sustainable Fellwo,40 Eagle St,Savannah,GA,6/4/2013,90
506119,Housing Authority of Savannah,37210,HORACE STILLWELL T,5100 Waters Ave,Savannah,GA,6/5/2013,88
506262,Housing Authority of Savannah,27599,YAMACRAW VILLAGE,555 W Bay St,Savannah,GA,6/6/2013,66
505989,Housing Authority of Savannah,35120,SIMON FRAZIER HOME,PO Box 1179,Savannah,GA,7/15/2013,45
506056,Housing Authority of Savannah,38334,PICKENS PATTERSON,300 Lewis Dr,Savannah,GA,7/17/2013,77
521800,Housing Authority of Savannah,10334,ROBERT HITCH VILLA,200 E Broad St,Savannah,GA,4/7/2014,78
523488,Housing Authority of Savannah,30108,PICKENS PATTERSON,300 Lewis Dr,Savannah,GA,6/23/2014,63
523395,Housing Authority of Savannah,35526,SIMON FRAZIER HOME,PO Box 1179,Savannah,GA,6/24/2014,52
523716,Housing Authority of Savannah,25234,YAMACRAW VILLAGE,349 W Bryan St,Savannah,GA,6/26/2014,51
523160,Housing Authority of Savannah,27021,ASHLEY MIDTOWN II,728 Waters Ave,Savannah,GA,7/1/2014,78
523420,Housing Authority of Savannah,38304,SUSTAINABLE FELLWO,1450 Barnes Dr Apt 101,Savannah,GA,7/3/2014,89
523878,Housing Authority of Savannah,36193,Sustainable Fellwo,1325 Exley St,Savannah,GA,7/11/2014,96
506369,Housing Authority of Savoy,33174,UNNAMED,302 W Fowler St,Savoy,TX,7/17/2013,98
505960,Housing Authority of Scottsville,32284,GREEN VALLEY APTS,110 S Court St,Scottsville,KY,6/20/2013,99
506289,Housing Authority of Seagraves,38663,UNNAMED,402 Appleton Ave,SEAGRAVES,TX,7/12/2013,97
511636,Housing Authority of Seymour,30518,SENIORS,205 E Idaho St,Seymour,TX,11/6/2013,92
505846,Housing Authority of Shelbyville,12513,BONDURANT HEIGHTS,41 Cardinal Dr,Shelbyville,KY,7/17/2013,94
510416,HOUSING AUTHORITY OF SHREVEPORT,15541,WILKINSON TERRACE,2725 Southern Ave,Shreveport,LA,9/16/2013,84
510603,HOUSING AUTHORITY OF SHREVEPORT,23932,GREENWOOD TERRACE,4619 Luciana Cir,Shreveport,LA,9/17/2013,95
521917,HOUSING AUTHORITY OF SHREVEPORT,10585,HOLLYWOOD HEIGHTS,5000 Armstrong Pl,Shreveport,LA,5/2/2014,61
522237,HOUSING AUTHORITY OF SHREVEPORT,11242,67 UNIT ACQUISITIO,4223 Line Ave,Shreveport,LA,5/9/2014,48
527701,Housing Authority of Slaton,15342,UNNAMED,420 E Powers St,Slaton,TX,9/9/2014,93
522007,Housing Authority of Snohomish C,37894,MILLWOOD ESTATES A,6313 95th Pl NE,Marysville,WA,6/12/2014,87
510478,Housing Authority of South Bend,37007,PLAZA APTS & MONRO,  ,SOUTH BEND,IN,10/28/2013,61
537755,Housing Authority of South Bend,28313,PLAZA APTS & MONRO,501 Alonzo Watson Dr,South Bend,IN,1/26/2015,65
537776,Housing Authority of South Bend,11256,NORTHWEST PLAZA,501 Alonzo Watson Dr,South Bend,IN,1/28/2015,56
521783,Housing Authority of South Landr,15347,CRAPE MYRTLE CIRCL,  ,GRAND COTEAU,LA,5/5/2014,57
528089,Housing Authority of Southwest,32198,SOUTHWEST CITY LHA,702A Mark Twain Cir,South West City,MO,11/3/2014,99
510501,HOUSING AUTHORITY OF SPARTANBURG,18308,SINGLE FAMILY UNIT,"325 S 201 Caulder Avenue, Suite A Street",SPARTANBURG,SC,9/3/2013,68
510621,HOUSING AUTHORITY OF SPARTANBURG,34991,CAMMIE CLAGETT COU,400  400 Highland Avenue Avenue,SPARTANBURG,SC,9/4/2013,65
510751,HOUSING AUTHORITY OF SPARTANBURG,16183,PRINCE HALL APTS,100  100 Prince Hall Lane Lane,SPARTANBURG,SC,10/18/2013,88
510448,HOUSING AUTHORITY OF SPARTANBURG,26731,SPRUCE/LELAND/BARK,325 S 350 Pierpont Avenue Street,SPARTANBURG,SC,10/21/2013,81
510439,HOUSING AUTHORITY OF SPARTANBURG,11854,ARCHIBALD RUTLEDGE,764 N 764 North Church Street Street,SPARTANBURG,SC,11/22/2013,70
538095,HOUSING AUTHORITY OF SPARTANBURG,30805,SPARTANBURG SOUTHS,106 Rev Booker T Sears St,Spartanburg,SC,1/7/2015,95
538108,HOUSING AUTHORITY OF SPARTANBURG,10589,GOOCH/ARCHIBALD VI,764 N Church St,Spartanburg,SC,1/13/2015,80
538101,HOUSING AUTHORITY OF SPARTANBURG,37248,J.C. ANDERSON,770 Baltimore St,Spartanburg,SC,1/14/2015,76
538100,HOUSING AUTHORITY OF SPARTANBURG,21574,VICTORIA GARDEN AP,650  695 Howard Street Street,SPARTANBURG,SC,1/15/2015,82
538106,HOUSING AUTHORITY OF SPARTANBURG,32427,ARCHIBALD RUTLEDGE,764 N 764 North Church Street Street,SPARTANBURG,SC,1/29/2015,77
523536,Housing Authority of Spearman,25099,UNNAMED,201 S Brandt St,Spearman,TX,7/3/2014,89
507186,Housing Authority of Springfield,16050,HILL TOP,1057 Melavin Cir,Springfield,KY,8/13/2013,91
521931,Housing Authority of Springfield,15655,CHAMPION/JOHNSON M,3806 E 3806 E 8th St Street,PANAMA CITY,FL,4/24/2014,70
506371,Housing Authority of Spur,12867,UNNAMED,521 Keeler Ave,Spur,TX,7/8/2013,82
510343,Housing Authority of St. Charles,17381,BOUTTE-DES ALLEMAN,200  Boutee Drive,BOUTTE,LA,9/18/2013,30
535978,Housing Authority of St. Charles,29640,BOUTTE-DES ALLEMAN,200 Boutte Estates Dr,Boutte,LA,12/29/2014,52
510798,Housing Authority of St. James P,25649,OSCAR BROOKS APART,2627 N King Ave,Lutcher,LA,9/19/2013,95
505485,Housing Authority of St. Louis C,12717,HIGHVIEW HOMES,2876 W Pasture Dr,Saint Louis,MO,5/30/2013,69
521946,Housing Authority of St. Louis C,37065,HIGHVIEW HOMES,2876 W Pasture Dr,Saint Louis,MO,4/1/2014,89
522147,Housing Authority of St. Louis C,39192,ARBOR HILL,133 Grape Ave,Maryland Heights,MO,4/16/2014,87
522047,Housing Authority of St. Louis C,25781,TIFFANY/TYRELL/BRO,2650 Tyrell Dr,Jennings,MO,4/17/2014,82
523424,Housing Authority of Stamford,25251,HERITAGE HOMES,110 N 110 N Anson Street,STAMFORD,TX,6/25/2014,95
506679,Housing Authority of Stanford,31987,SKYVIEW HOMES,100 Lacy St,Stanford,KY,8/27/2013,100
522118,Housing Authority of Stanton,11879,UNNAMED,408 E CARPENTER,STANTON,TX,5/7/2014,82
523408,Housing Authority of Stanton,34994,BRAD LEE COURT,0 A Street,STANTON,KY,6/17/2014,94
523179,Housing Authority of Strawn,13890,Housing Authority,  ,STRAWN,TX,6/10/2014,97
523556,Housing Authority of Sturgis,24876,PLEASANT VIEW APTS,116 E Old Providence Rd,Sturgis,KY,6/2/2014,78
521909,HOUSING AUTHORITY OF SUMTER,33507,HARMONY/FRIENDSHIP,15 Caldwell St,Sumter,SC,5/7/2014,88
522042,HOUSING AUTHORITY OF SUMTER,15207,HARMONY/FRIENDSHIP,15 Caldwell St,Sumter,SC,5/8/2014,89
523750,Housing Authority of Sweetwater,36215,NORTHWEST APTS,1217 Coral Dr,Sweetwater,TX,6/23/2014,79
536408,Housing Authority of Talco,35889,Talco Housing Auth,  ,TALCO,TX,12/5/2014,95
528197,Housing Authority of Tatum,32662,UNNAMED,200 Forest Acres Cir,Tatum,TX,10/17/2014,99
522213,Housing Authority of Teague,10978,TEAGUE HOUSING AUT,205 S 5th Ave,Teague,TX,4/7/2014,87
510746,Housing Authority of Temple,10293,JMH/CV/WB FAM,700 W Calhoun Ave,Temple,TX,3/4/2014,86
536371,Housing Authority of Temple,29726,AL/RAT/ WB ELD,700 W Calhoun Ave,Temple,TX,12/3/2014,95
528368,Housing Authority of Tenaha,38547,HICKORY STREET APA,  ,TENAHA,TX,10/16/2014,94
500380,Housing Authority of Texarkana,37306,Pecan Ridge at Ros,2210 W 15th St,Texarkana,TX,4/9/2013,96
521657,Housing Authority of Texarkana,25391,ROBISON TERRACE,1010 Dan Haskins Way,Texarkana,TX,4/28/2014,96
506689,Housing Authority of the Birming,26876,RUSSELL B HARRIS H,514 Chester Ave,Birmingham,AL,6/18/2013,83
507220,Housing Authority of the Birming,12514,SMITHFIELD COURT,150 8th Ave N,Birmingham,AL,8/12/2013,75
506955,Housing Authority of the Birming,31182,CHARLES P MARKS VI,7527 66th St S,Birmingham,AL,8/13/2013,66
506792,Housing Authority of the Birming,17229,NORTH BIRMINGHAM H,3125  3125 43RD AVE Avenue N,BIRMINGHAM,AL,8/20/2013,43
507041,Housing Authority of the Birming,15953,JOSEPH H LOVEMAN V,248 1st Ave SW,Birmingham,AL,8/22/2013,56
506616,Housing Authority of the Birming,31885,COLLEGEVILLE CENTE,3031  3031 29TH AVE Avenue N,BIRMINGHAM,AL,8/29/2013,62
506871,Housing Authority of the Birming,39531,SOUTHTOWN,2501 University Blvd,Birmingham,AL,9/4/2013,42
506681,Housing Authority of the Birming,18590,ELYTON VILLAGE,31 4th Ct W,Birmingham,AL,11/6/2013,85
507314,Housing Authority of the Birming,19144,TOM BROWN VILLAGE,4165 5th Ct N,Birmingham,AL,11/13/2013,55
521922,Housing Authority of the Birming,16642,TUXEDO TERRACE/HOP,2025 Avenue Q Ensley,BIRMINGHAM,AL,4/21/2014,86
522059,Housing Authority of the Birming,16890,COOPER GREEN HOMES,1501 Arthur Shores Dr SW,Birmingham,AL,4/22/2014,93
522424,Housing Authority of the Birming,29164,ROOSEVELT CITY,5828 Brewer Dr,Birmingham,AL,4/23/2014,79
522304,Housing Authority of the Birming,14361,FREEDOM MANOR,1617 5th Ave N,Birmingham,AL,4/24/2014,88
527616,Housing Authority of the Birming,16799,Park Place III,2200 Park Pl,Birmingham,AL,7/28/2014,95
527683,Housing Authority of the Birming,22903,TUXEDO TERRACE II,2025 Avenue Q,Birmingham,AL,7/29/2014,87
528439,Housing Authority of the Birming,10359,GLENBROOK AT OXMOO,2801 Sydney Dr,Birmingham,AL,7/30/2014,91
527445,Housing Authority of the Birming,29783,SMITHFIELD COURT,150 Rev Abrm Woods Jr Blvd,Birmingham,AL,10/6/2014,70
527704,Housing Authority of the Birming,24924,MORTON SIMPSON VIL,4600 8th Ct N,Birmingham,AL,10/8/2014,74
528382,Housing Authority of the Birming,23256,RALPH KIMBROUGH HO,2817 Wallace Covington Cir,Birmingham,AL,10/10/2014,81
527869,Housing Authority of the Birming,35545,COLLEGEVILLE CENTE,3031 29th Ave N,Birmingham,AL,10/22/2014,86
527564,Housing Authority of the Birming,17930,Park Place II,501 24th Pl N,Birmingham,AL,10/27/2014,87
527553,Housing Authority of the Birming,15706,TOM BROWN VILLAGE,4165 5th Ct N,Birmingham,AL,10/29/2014,72
527438,Housing Authority of the Birming,38999,Park Place,502 24th Pl N,Birmingham,AL,10/31/2014,89
528097,Housing Authority of the Birming,29114,NORTH BIRMINGHAM H,3127  3125 43RD AV N,BIRMINGHAM,AL,11/4/2014,78
528202,Housing Authority of the Birming,31158,SOUTHTOWN,2501 University Blvd,Birmingham,AL,11/12/2014,64
528331,Housing Authority of the Birming,32615,CHARLES P MARKS VI,7527 66th St S,Birmingham,AL,11/14/2014,82
528493,Housing Authority of the Birming,27408,JOSEPH H LOVEMAN V,248 1st Ave SW,Birmingham,AL,11/18/2014,72
537905,Housing Authority of the Borough,13351,DE VRIES PARK,50 Brookside Ave,Lodi,NJ,1/12/2015,99
521744,Housing Authority of the Caddo E,17730,HOUSING AUTHORITY,116 Hikeba Ln,Lookeba,OK,4/2/2014,93
510316,Housing Authority of the City &,25272,POTRERO ANNEX,1095 Connecticut St,San Francisco,CA,9/10/2013,60
510703,Housing Authority of the City &,37172,POTRERO TERRACE,953 Connecticut St,San Francisco,CA,9/11/2013,50
510518,Housing Authority of the City &,10170,HUNTERS VIEW,112 W Point Rd,San Francisco,CA,9/12/2013,40
510783,Housing Authority of the City &,39330,ROBERT B. PITTS,1188 Scott St,San Francisco,CA,9/16/2013,69
510496,Housing Authority of the City &,17551,BERNAL,3198 Cesar Chavez,San Francisco,CA,9/17/2013,85
510896,Housing Authority of the City &,10937,WESTBROOK APARTMEN,54 Harbor Rd,San Francisco,CA,9/18/2013,50
510551,Housing Authority of the City &,28151,PLAZA,1310 Buchanan St,San Francisco,CA,9/19/2013,85
510904,Housing Authority of the City &,30813,MISSION DOLORES &,1855 15th St,San Francisco,CA,10/21/2013,94
510654,Housing Authority of the City &,11398,"ARGUELLO, SANCHEZ,",462 Duboce Ave,San Francisco,CA,10/25/2013,92
510427,Housing Authority of the City &,30485,HAYES VALLEY SOUTH,409 Page St,San Francisco,CA,10/28/2013,85
510840,Housing Authority of the City &,24371,255 WOODSIDE,255 Woodside Ave,San Francisco,CA,10/30/2013,96
510392,Housing Authority of the City &,30162,3850 18TH & 105 LU,255 Dorland St,San Francisco,CA,11/5/2013,80
510705,Housing Authority of the City &,11224,1760 BUSH & 1880 P,1760 Bush St,San Francisco,CA,11/13/2013,96
510649,Housing Authority of the City &,25096,PING YUEN NORTH &,838 Pacific Ave,San Francisco,CA,11/18/2013,62
510385,Housing Authority of the City &,16157,PING YUEN BAY STRE,655 Pacific Ave,San Francisco,CA,11/19/2013,74
510638,Housing Authority of the City &,18503,HOLLY COURT ALEMAN,100 Appleton Ave,San Francisco,CA,11/20/2013,62
510353,Housing Authority of the City &,25624,HAYES VALLEY NORTH,705 Hayes St,San Francisco,CA,11/21/2013,82
510470,Housing Authority of the City &,36523,320 & 330 CLEMENTI,320 Clementina St,San Francisco,CA,12/3/2013,91
510584,Housing Authority of the City &,32186,"NORIEGA, RANDOLPH,",4101 Noriega St,San Francisco,CA,12/6/2013,89
510465,Housing Authority of the City &,36902,HUNTER'S POINT EAS,90 Kiska Rd,San Francisco,CA,12/11/2013,43
510522,Housing Authority of the City &,22358,KENNEDY TOWERS & 2,2451 Sacramento St,San Francisco,CA,12/17/2013,94
510323,Housing Authority of the City &,15090,350 & 666 ELLIS ST,350 Ellis St,San Francisco,CA,12/19/2013,94
522419,Housing Authority of the City &,27549,SUNNYDALE VELASCO,1654 Sunnydale Ave,San Francisco,CA,3/19/2014,54
521573,Housing Authority of the City &,14775,NORTH BEACH,455 Bay St,San Francisco,CA,3/25/2014,88
521655,Housing Authority of the City &,15975,VALENCIA GARDENS,390 Valencia St,San Francisco,CA,7/8/2014,90
535665,Housing Authority of the City &,31842,939-951 EDDY & 430,440 Turk St,San Francisco,CA,10/27/2014,70
535664,Housing Authority of the City &,31969,PING YUEN BAY STRE,655 Pacific Ave,San Francisco,CA,10/28/2014,79
535670,Housing Authority of the City &,37624,PING YUEN NORTH &,822 Pacific Ave,San Francisco,CA,10/29/2014,60
535662,Housing Authority of the City &,38548,HUNTERS VIEW,245 W Point Rd,San Francisco,CA,10/30/2014,42
535671,Housing Authority of the City &,22404,ROSA PARKS & SAN J,1251 Turk St,San Francisco,CA,11/3/2014,45
537644,Housing Authority of the City &,14138,SUNNYDALE VELASCO,1654 Sunnydale Ave,San Francisco,CA,1/5/2015,48
537635,Housing Authority of the City &,38846,HOLLY COURT ALEMAN,100 Appleton Ave,San Francisco,CA,1/7/2015,72
537636,Housing Authority of the City &,25302,ROBERT B. PITTS,1188 Scott St,San Francisco,CA,1/8/2015,80
537642,Housing Authority of the City &,29961,WESTSIDE COURTS,2501 Sutter St,San Francisco,CA,1/12/2015,77
537641,Housing Authority of the City &,31760,POTRERO TERRACE,953 Connecticut St,San Francisco,CA,1/13/2015,69
537640,Housing Authority of the City &,28947,WESTBROOK APARTMEN,54 Harbor Rd,San Francisco,CA,1/14/2015,57
537639,Housing Authority of the City &,18826,HUNTER'S POINT EAS,786 Jerrold Ave,San Francisco,CA,1/16/2015,57
537643,Housing Authority of the City &,14616,POTRERO ANNEX,1 Turner Ter,San Francisco,CA,1/20/2015,74
537645,Housing Authority of the City &,15861,ALICE GRIFFITH,1001 Fitzgerald Ave,San Francisco,CA,1/21/2015,68
500332,Housing Authority of the City an,15486,Park Avenue Phase,2275 Court Pl,Denver,CO,3/4/2013,79
500353,Housing Authority of the City an,11268,Park Avenue Phase,305 Park Ave W,Denver,CO,3/11/2013,70
500360,Housing Authority of the City an,24124,DISPERSED EAST,5040 Paris St,Denver,CO,3/25/2013,73
521563,Housing Authority of the City an,33385,Park Avenue Phase,2275 Court Pl,Denver,CO,3/12/2014,90
521653,Housing Authority of the City an,13901,WEST RIDGE HOMES,3537 W 3537 W 13TH AVE Avenue,DENVER,CO,3/13/2014,89
522017,Housing Authority of the City an,18729,Westwood Homes,855 S Irving St,Denver,CO,4/8/2014,88
521854,Housing Authority of the City an,12440,Park Avenue Phase,305 Park Ave W,Denver,CO,4/10/2014,98
521981,Housing Authority of the City an,30781,SOUTH LINCOLN PARK,1000 Navajo St,Denver,CO,4/11/2014,84
522014,Housing Authority of the City an,38738,DISPERSED EAST,5040 Paris St,Denver,CO,5/5/2014,78
522111,Housing Authority of the City an,28089,DISPERSED WEST,4440 Navajo St,Denver,CO,5/7/2014,80
521896,Housing Authority of the City an,26638,SUN VALLEY HOMES,990 Alcott Way,Denver,CO,5/8/2014,89
522616,Housing Authority of the City an,26314,1099 Osage,1099 Osage St,Denver,CO,5/9/2014,89
522221,Housing Authority of the City an,12213,CURTIS PARK REDEVE,2855 Arapahoe St,Denver,CO,5/12/2014,81
538732,Housing Authority of the City an,14184,South Lowell Apart,4725 S Lowell Blvd,Littleton,CO,1/7/2015,98
538719,Housing Authority of the City an,30961,JAMES QUIGG NEWTON,4407 Mariposa Way,Denver,CO,1/12/2015,98
538722,Housing Authority of the City an,39475,COLUMBINE HOMES,201 S Yuma St,Denver,CO,1/15/2015,98
538725,Housing Authority of the City an,30328,WALSH MANOR,1790 W Mosier Pl,Denver,CO,1/20/2015,94
538728,Housing Authority of the City an,26498,Walsh Manor Annex,1775 W Mosier Pl,Denver,CO,1/21/2015,99
538723,Housing Authority of the City an,27263,BARNEY FORD HEIGHT,2024 N Clarkson St,Denver,CO,1/22/2015,98
538724,Housing Authority of the City an,34627,Bean Tower Hope VI,2350 Cleveland Pl,Denver,CO,1/26/2015,98
538726,Housing Authority of the City an,10367,Park Avenue Phase,2380 Court Pl,Denver,CO,2/2/2015,99
500339,HOUSING AUTHORITY OF THE CITY OF,20486,Hampton Hills Home,2130 Elizabeth St,Lakeland,FL,2/7/2013,86
500375,Housing Authority of the City of,36278,TURNER PARK,4923 Hohman Ave,Hammond,IN,2/11/2013,72
500358,Housing Authority of the City of,28089,American Heartland,1211 174th Pl,Hammond,IN,2/13/2013,83
500367,Housing Authority of the City of,28103,COLUMBIA CENTER,7329 Columbia Cir W,Hammond,IN,2/14/2013,82
500366,Housing Authority of the City of,12605,SUNSET TERRACE,2800 S Battery St,Little Rock,AR,3/4/2013,71
500347,Housing Authority of the City of,14284,GEORGE W BUCKNER T,717 Cherry St,Evansville,IN,3/6/2013,83
500336,Housing Authority of the City of,31284,SCATTERED SITES,500  500 COURT ST Street,EVANSVILLE,IN,3/7/2013,86
500359,Housing Authority of the City of,27969,WILLIAM MEAD HOMES,1300 Cardinal St,Los Angeles,CA,3/18/2013,97
500383,Housing Authority of the City of,31326,NICKERSON GARDENS,1590 E 114th St,Los Angeles,CA,3/20/2013,96
505353,Housing Authority of the City of,13173,HOUSING AUTHORITY,530 Akron Cir,Newark,AR,4/8/2013,100
505376,Housing Authority of the City of,16545,TINDALL HEIGHTS,985 Plant St,Macon,GA,4/24/2013,91
505378,Housing Authority of the City of,16181,OLIVER HOUSE- A W,1450 Commerce Dr,Decatur,GA,4/26/2013,93
505369,HOUSING AUTHORITY OF THE CITY OF,17797,SAILBOAT BEND,425 SW 4th Ave,Fort Lauderdale,FL,4/29/2013,97
505370,HOUSING AUTHORITY OF THE CITY OF,24042,SUNNY REACH ACRES,100 SW 18th Ave,Fort Lauderdale,FL,4/30/2013,98
505342,Housing Authority of the City of,31362,MARTIN HOMES,109 Booker St,Dothan,AL,5/1/2013,73
505343,Housing Authority of the City of,12446,USSERY AND MARVIN,1121 Kinsey Rd,Dothan,AL,5/2/2013,86
505352,Housing Authority of the City of,27284,HELENA,1000 Holly,Helena,AR,5/3/2013,81
505365,Housing Authority of the City of,13434,RIVERSIDE APARTMEN,1 Olson Dr,Ansonia,CT,5/6/2013,56
506377,Housing Authority of the City of,13018,HAYTI HEIGHTS PUBL,100 N Martin Luther King Dr,Hayti Heights,MO,5/8/2013,95
505601,Housing Authority of the City of,22468,Scattered Sites,817 2nd Ave N,Texas City,TX,5/10/2013,85
505569,Housing Authority of the City of,20306,OAK HILL PHASE 1B,257 Burrows St Apt A,Pittsburgh,PA,5/13/2013,83
505560,Housing Authority of the City of,38605,Scattered Sites So,2825 Murray Ave,Pittsburgh,PA,5/15/2013,64
505454,Housing Authority of the City of,37790,SCATTERED SITES,4920 Larkspur St,East Chicago,IN,5/16/2013,77
505488,Housing Authority of the City of,16650,CHARLESTON,700 S Elm St,Charleston,MO,5/17/2013,83
505451,Housing Authority of the City of,35971,JAMES HUNTER,3625 Pulaski St,East Chicago,IN,5/20/2013,72
505356,Housing Authority of the City of,17938,COLORADO SPRINGS,30 S Nevada Ave,Colorado Springs,CO,5/21/2013,75
505644,Housing Authority of the City of,29526,MITCHELL COURT,2600 W National Ave,Milwaukee,WI,5/22/2013,97
505651,Housing Authority of the City of,30978,Lapham Park,1901 N 6th St,Milwaukee,WI,5/23/2013,79
505379,Housing Authority of the City of,14517,QUEEN CITY HEIGHTS,401 E 12th St,Alma,GA,5/27/2013,88
505571,Housing Authority of the City of,29732,The Legacy Apartme,2121 Centre Ave,Pittsburgh,PA,5/28/2013,96
505380,Housing Authority of the City of,31255,ALBERT PITTS HOMES,401 E 12th St,Alma,GA,5/29/2013,83
505358,Housing Authority of the City of,16290,COLORADO SPRINGS,30 S Nevada Ave,Colorado Springs,CO,6/3/2013,63
505499,Housing Authority of the City of,25073,CRAVEN TERRACE,601 Roundtree St,New Bern,NC,6/4/2013,59
505360,Housing Authority of the City of,23925,HARTFORD SCATTERED,15 Pavilion St,Hartford,CT,6/5/2013,75
505557,Housing Authority of the City of,28836,PENNSYLVANIA-BIDWE,1014  1014 SHEFFIELD ST Street,PITTSBURGH,PA,6/6/2013,75
505364,Housing Authority of the CIty of,33507,Elderly and Bond S,16 Armistice St,New Britain,CT,6/7/2013,73
505362,Housing Authority of the CIty of,37494,MOUNT PLEASANT,16 Armistice St,New Britain,CT,6/10/2013,72
505500,Housing Authority of the City of,27883,DANIEL BROOKS HOME,1450 West Ave,High Point,NC,6/11/2013,57
505363,Housing Authority of the CIty of,15483,OVAL GROVE APARTME,12 Dobek Rd,New Britain,CT,6/12/2013,85
505502,Housing Authority of the City of,17346,JUANITA HILLS,2701 Annmore Cir,High Point,NC,6/13/2013,86
506405,Housing Authority of the City of,37177,RIVERSIDE TERRACE,55 Riverside Dr,New Albany,IN,6/16/2013,83
505503,Housing Authority of the City of,28730,SCATTERED SITES B,3000 E Green Dr,High Point,NC,6/17/2013,78
505802,Housing Authority Of The City Of,31444,MEADOW GARDENS,49 Meadow St,Norwalk,CT,6/18/2013,79
505553,Housing Authority of the City of,28216,GREEN COUNTRY VILL,1518 S 5th St,Muskogee,OK,6/19/2013,94
505522,Housing Authority of the City of,20561,ABLETT VLG,Wm. S. Ablett Village Management Offic,CAMDEN,NJ,6/20/2013,75
505510,Housing Authority of the City of,28527,Forrest Green Apar,403 Forrest Rd W,Wilson,NC,6/21/2013,97
505523,Housing Authority of the City of,23227,SPEER VLG,52 Aspen Pl,Passaic,NJ,6/24/2013,82
