INSPECTION_ID,PUBLIC_HOUSING_AGENCY_NAME,COST_OF_INSPECTION_IN_DOLLARS,INSPECTED_DEVELOPMENT_NAME,INSPECTED_DEVELOPMENT_ADDRESS,INSPECTED_DEVELOPMENT_CITY,INSPECTED_DEVELOPMENT_STATE,INSPECTION_DATE,INSPECTION_SCORE
536466,Abbotsford Housing Authority,27217,GREEN VISTA,310 E Pine St,Abbotsford,WI,12/10/2014,93
523155,Abingdon Redevelopment and Housi,37068,Kings Mountian,300 Green Spring Rd,Abingdon,VA,5/22/2014,67
510372,Ada County Housing Authority,16133,ADA COUNTY HA,Scattered Sites,BOISE,ID,7/24/2013,97
510593,ADAMS METROPOLITAN HOUSING AUTHO,32874,ADAMS APARTMENTS,50 E 8th Ave,Peebles,OH,1/27/2014,72
510527,ADAMS METROPOLITAN HOUSING AUTHO,24047,ADAMS APARTMENTS,401 E 7th St,Manchester,OH,1/28/2014,84
523658,Afton Housing Commission,25288,FAIRVIEW,611 E Polk St,Afton,IA,5/6/2014,91
510747,Agra Housing Authority,25313,CITY PARK MANOR,555 Southern Ave,Agra,KS,12/10/2013,99
528260,Ahoskie Housing Authority,19081,Ahoskie Housing Un,200 Pierce Ave,Ahoskie,NC,9/9/2014,89
536159,Ainsworth Housing Authority,35188,AINSWORTH PARK HOM,524 E 4th St,Ainsworth,NE,11/25/2014,89
507224,Akron Metropolitan Housing Autho,23866,Edgewood Village 5,491 Vernon Odom Blvd,Akron,OH,6/21/2013,98
506617,Akron Metropolitan Housing Autho,22802,Joy Park,524 Fuller St,Akron,OH,7/17/2013,96
507144,Akron Metropolitan Housing Autho,30030,Valley View,943 Springdale Dr,Akron,OH,7/18/2013,91
507330,Akron Metropolitan Housing Autho,38177,Cascade Village So,104 E North St,Akron,OH,8/12/2013,88
507134,Akron Metropolitan Housing Autho,38119,Scattered Sites,100 W Cedar St,Akron,OH,8/19/2013,83
527588,Akron Metropolitan Housing Autho,17218,Edgewood Village I,491 Vernon Odom Blvd,Akron,OH,7/28/2014,98
527189,Akron Metropolitan Housing Autho,11493,Edgewood Village 4,491 Vernon Odom Blvd,Akron,OH,7/29/2014,96
528363,Akron Metropolitan Housing Autho,18950,RAY C SUTLIFF APTS,1850 2nd St,Cuyahoga Falls,OH,8/1/2014,99
527413,Akron Metropolitan Housing Autho,25943,Edgewood Village S,419 W Bartges St,Akron,OH,8/4/2014,99
528231,Akron Metropolitan Housing Autho,22940,Dorothy Jackson/Ro,9 Plato Ln,Akron,OH,8/5/2014,99
527459,Akron Metropolitan Housing Autho,26417,JAMES E. ALPETER,130 5th St SE,Barberton,OH,8/6/2014,99
527183,Akron Metropolitan Housing Autho,11472,STEPHANIE KEYS BUI,4133 Fishcreek Rd,Stow,OH,8/8/2014,99
527732,Akron Metropolitan Housing Autho,22730,Cascade Village Ea,291 E North St,Akron,OH,8/25/2014,94
527288,Akron Metropolitan Housing Autho,20772,Cascade Village No,214 E Lods St,Akron,OH,8/26/2014,89
528075,Akron Metropolitan Housing Autho,22289,Mohawk,100 W 100 CEDAR ST Street,AKRON,OH,8/27/2014,97
527427,Akron Metropolitan Housing Autho,11882,BUCHTEL/COTTER,770 E Buchtel Ave,Akron,OH,8/29/2014,99
528221,Akron Metropolitan Housing Autho,27095,WILLIAM FOWLER SR,65 Byers Ave,Akron,OH,9/22/2014,95
528103,Akron Metropolitan Housing Autho,36279,FRED W NIMMER PLAC,1600 Brittain Rd,Akron,OH,9/23/2014,97
528482,Akron Metropolitan Housing Autho,35447,Bon Sue,100 W 100 CEDAR ST Street,AKRON,OH,9/24/2014,96
528361,Akron Metropolitan Housing Autho,13871,MAPLEWOOD GARDENS,500 Hardman Dr,Cuyahoga Falls,OH,9/25/2014,83
527870,Akron Metropolitan Housing Autho,15079,COLONIAL HILLS,27 Colonial Hills Dr,Akron,OH,9/26/2014,96
528204,Akron Metropolitan Housing Autho,24450,CRIMSON TERRACE,408 Herms Ct,Barberton,OH,9/29/2014,91
527727,Akron Metropolitan Housing Autho,38714,HONEY LOCUST GARDE,3299 Prange Dr,Cuyahoga Falls,OH,10/3/2014,99
527946,Akron Metropolitan Housing Autho,21776,VAN BUREN HOMES,244  244 LAMBERTON AVE Avenue,BARBERTON,OH,10/6/2014,97
527990,Akron Metropolitan Housing Autho,31822,PINEWOOD GARDENS,8788 Ray Ct,Twinsburg,OH,10/7/2014,97
528109,Akron Metropolitan Housing Autho,15626,Willow Run,525 Fuller St,Akron,OH,10/8/2014,99
527547,Akron Metropolitan Housing Autho,25593,SAFERSTEIN TOWERS,585 Diagonal Rd,Akron,OH,10/9/2014,96
505375,Alachua County,39653,SCATTERED SITES 00,703 N.E. 1st Strert,GAINESVILLE,FL,5/16/2013,70
522522,Alachua County,17019,SCATTERED SITES 00,240 SW 1st St,Gainesville,FL,5/1/2014,78
538799,Alachua County,37345,SCATTERED SITES 00,703 NE 1st St,Gainesville,FL,1/22/2015,86
507108,ALAMEDA COUNTY HSG AUTH,29550,Nidus and Dyer,4125 Dyer St,Union City,CA,6/24/2013,85
536375,Alamo Housing Authority,25824,Macario Villarreal,823 N 8th St,Alamo,TX,12/8/2014,84
536383,Alamo Housing Authority,12713,Rudy Villarreal Oa,309 N 9th St,Alamo,TX,12/9/2014,93
524157,Alaska Housing Finance Corporati,30495,FAIRBANKS,1441 22nd Ave,Fairbanks,AK,5/15/2014,68
524137,Alaska Housing Finance Corporati,22399,Anchorage Central,1281 E 19th Ave,Anchorage,AK,5/22/2014,59
524154,Alaska Housing Finance Corporati,30264,Cordova,  ,Cordova,AK,5/23/2014,85
524138,Alaska Housing Finance Corporati,19796,KETCHIKAN,130 Bryant St,Ketchikan,AK,5/27/2014,91
524141,Alaska Housing Finance Corporati,34784,Nome,  ,Nome,AK,5/28/2014,71
524139,Alaska Housing Finance Corporati,38302,Bethel,  ,Bethel,AK,5/29/2014,62
524151,Alaska Housing Finance Corporati,31130,ANCHORAGE SOUTH,624 W 801 Karluk Ave Road,Anchorage,AK,6/5/2014,73
535124,Alaska Housing Finance Corporati,15033,Kodiak,1010 Hillside Dr Apt A,Kodiak,AK,9/22/2014,93
535119,Alaska Housing Finance Corporati,30965,Valdez,104 BREMNER ST,VALDEZ,AK,9/23/2014,95
535117,Alaska Housing Finance Corporati,27891,Nome,  ,NOME,AK,9/24/2014,82
535136,Alaska Housing Finance Corporati,31650,Wasilla,1201 S Century Cir,Wasilla,AK,9/25/2014,95
535135,Alaska Housing Finance Corporati,23592,JUNEAU,3414 Foster Ave,Juneau,AK,9/26/2014,87
535112,Alaska Housing Finance Corporati,25034,SITKA,405 De Armond St,Sitka,AK,9/29/2014,97
535127,Alaska Housing Finance Corporati,20080,Wrangell,720 Zimovia Hwy,WRANGELL,AK,9/30/2014,94
535130,Alaska Housing Finance Corporati,23914,FAIRBANKS,505 Stewart St,Fairbanks,AK,11/12/2014,95
535110,Alaska Housing Finance Corporati,21366,Anchorage Central,1281 E 19th Ave,Anchorage,AK,11/13/2014,72
535115,Alaska Housing Finance Corporati,26342,Bethel,1029 Ridgecrest Dr,BETHEL,AK,11/14/2014,62
506452,Albany Housing Authority,11206,Ezra Prentice Home,625 S Pearl St,Albany,NY,7/25/2013,98
507097,Albany Housing Authority,21139,LINCOLN PARK HOMES,3  3 LINCOLN SQ Square,ALBANY,NY,7/31/2013,87
507181,Albany Housing Authority,39800,IDA YARBROUGH HOME,270 N Pearl St,Albany,NY,8/20/2013,92
506922,Albany Housing Authority,27118,NORTH ALBANY HOMES,41 Jennings Dr,Albany,NY,8/26/2013,96
522115,Albany Housing Authority,31974,RIVERVIEW APTS,101 W Main St,Albany,WI,3/18/2014,88
537986,Albany Housing Authority,29570,STEAMBOAT SQUARE,220 Green St,Albany,NY,12/16/2014,97
537988,Albany Housing Authority,38291,South End Phase II,101 Broad St,Albany,NY,12/18/2014,95
537975,Albany Housing Authority,13468,ROBERT WHALEN HOME,295 Colonie St,Albany,NY,1/5/2015,76
537979,Albany Housing Authority,38537,Townsend Park Home,45 Central Ave,Albany,NY,1/8/2015,70
537953,Albany Housing Authority,30247,Nutgrove Garden Ap,601 Nutgrove Ln,Albany,NY,1/9/2015,68
537994,Albany Housing Authority,31115,WESTVIEW APARTMENT,680 Central Ave,Albany,NY,1/12/2015,78
535862,Albia Housing Agency,13269,PARKVIEW VILLAGE,120 S A St Ofc,Albia,IA,11/17/2014,91
537937,Albion Housing Authority,33663,HARMONY HOMES,827 W Columbia St,Albion,NE,1/13/2015,98
510305,Albion Housing Commission,20290,NORTHVIEW HOMES,1300 Cooper St,Albion,MI,10/28/2013,77
522432,Alexander County Housing Authori,10132,CONNELL F SMITH BL,1101 Ohio St,Cairo,IL,4/23/2014,92
522321,Alexander County Housing Authori,18855,SCATTERED SITES,1101 Ohio St,Cairo,IL,4/24/2014,73
532491,Alexander County Housing Authori,31272,MC BRIDE PLACE,1101 Ohio St,Cairo,IL,11/18/2014,28
536709,Alexander County Housing Authori,10951,SCATTERED SITES,1101 Ohio St,Cairo,IL,12/3/2014,71
500027,Alexandria Redevelopment & Housi,24328,LADREY BUILDING,300 Wythe St,Alexandria,VA,12/11/2012,82
500030,Alexandria Redevelopment & Housi,28749,SCATTERED SITES,3102 S 28th St,Alexandria,VA,1/7/2013,61
500031,Alexandria Redevelopment & Housi,39239,SAXONY SQUARE,483 N Armistead St,Alexandria,VA,1/9/2013,70
500017,Alexandria Redevelopment & Housi,16880,James Bland Phase,600 N Fairfax St,Alexandria,VA,1/15/2013,90
500029,Alexandria Redevelopment & Housi,36916,SAMUEL MADDEN HOME,600 N Fairfax St,Alexandria,VA,1/16/2013,44
505610,Alexandria Redevelopment & Housi,13962,WEST GLEBE LP,851 W Glebe Rd,Alexandria,VA,5/21/2013,98
505611,Alexandria Redevelopment & Housi,32579,James Bland Phase,701 N Alfred St,Alexandria,VA,5/23/2013,96
521995,Alexandria Redevelopment & Housi,23713,SCATTERED SITES,3102 S 28th St,Alexandria,VA,4/3/2014,64
521868,Alexandria Redevelopment & Housi,14767,SAMUEL MADDEN HOME,600 N Fairfax St,Alexandria,VA,4/18/2014,51
522062,Alexandria Redevelopment & Housi,29123,SAXONY SQUARE,2834 Duke St,Alexandria,VA,5/9/2014,90
523421,Algonac Housing Commission,29121,ALGONQUIN PLACE,1205 Saint Clair River Dr,Algonac,MI,6/25/2014,75
510304,ALLEGHENY COUNTY HOUSING AUTHORI,22703,Carson / Golden,135 2nd Ave,Tarentum,PA,8/29/2013,98
510844,ALLEGHENY COUNTY HOUSING AUTHORI,26442,Lavender Heights,101 Lavender Heights Ct,Penn Hills,PA,9/18/2013,96
510460,ALLEGHENY COUNTY HOUSING AUTHORI,11576,Homestead B Tower,481 E 8th Ave,Homestead,PA,9/19/2013,94
510507,ALLEGHENY COUNTY HOUSING AUTHORI,23098,ROBERT J CORBETT A,175 Corbett Ct,Pittsburgh,PA,9/23/2013,91
510450,ALLEGHENY COUNTY HOUSING AUTHORI,24058,SPRINGDALE MANOR,504 Pittsburgh St,Springdale,PA,9/26/2013,99
510387,ALLEGHENY COUNTY HOUSING AUTHORI,23402,Centurion Commons,1987 Centurion Dr,Pittsburgh,PA,9/27/2013,84
510395,ALLEGHENY COUNTY HOUSING AUTHORI,11236,Dalton's Edge,700 2nd Ave,Tarentum,PA,9/30/2013,98
510563,ALLEGHENY COUNTY HOUSING AUTHORI,26029,HAYS MANOR,205 Locust St,Mc Kees Rocks,PA,10/21/2013,91
510326,ALLEGHENY COUNTY HOUSING AUTHORI,15058,West Pine Townhome,101 W Pine Dr,Imperial,PA,10/22/2013,92
510680,ALLEGHENY COUNTY HOUSING AUTHORI,20132,Scattered Sites,108 Palace Ct,Pittsburgh,PA,10/23/2013,69
511605,ALLEGHENY COUNTY HOUSING AUTHORI,20086,Twin Oaks Condomin,5086 Sanlin Dr,Moon Twp,PA,11/6/2013,77
510630,ALLEGHENY COUNTY HOUSING AUTHORI,16288,Ohioview Tower,HELEN & ROBB STREETS,MC KEES ROCKS,PA,11/13/2013,96
510410,ALLEGHENY COUNTY HOUSING AUTHORI,25684,Meadows at Forest,100 Park Ridge Pl,Forest Hills,PA,11/14/2013,98
510772,ALLEGHENY COUNTY HOUSING AUTHORI,30749,JEFFERSON MANOR,201 Jefferson Dr,Pittsburgh,PA,11/20/2013,81
510708,ALLEGHENY COUNTY HOUSING AUTHORI,23681,Meyers Ridge Phase,501 Meyers St Apt C,Mc Kees Rocks,PA,11/27/2013,90
510883,ALLEGHENY COUNTY HOUSING AUTHORI,32036,PARK APTS,2008 Broadview Blvd,Natrona Heights,PA,2/27/2014,73
535562,ALLEGHENY COUNTY HOUSING AUTHORI,20012,Vesper Street Prop,121 Vesper St,Bridgeville,PA,9/22/2014,94
535550,ALLEGHENY COUNTY HOUSING AUTHORI,24425,Uansa Villiage,HELEN & ROBB STREET,MC KEES ROCKS,PA,9/30/2014,89
535572,ALLEGHENY COUNTY HOUSING AUTHORI,27563,Fraser Hall,500 Hunter St,Turtle Creek,PA,10/20/2014,99
535559,ALLEGHENY COUNTY HOUSING AUTHORI,15373,Sharps Terrace,300 Sisca St,Sharpsburg,PA,10/23/2014,91
538037,ALLEGHENY COUNTY HOUSING AUTHORI,24964,Carnegie Apartment,514 Lydia St,Carnegie,PA,1/13/2015,99
538060,ALLEGHENY COUNTY HOUSING AUTHORI,25189,WEST MIFFLIN MANOR,2400 Sharp Ave,West Mifflin,PA,1/15/2015,88
538022,ALLEGHENY COUNTY HOUSING AUTHORI,37372,HAWKINS VILLAGE,KENMAWR AVENUE,BRADDOCK,PA,1/20/2015,89
538026,ALLEGHENY COUNTY HOUSING AUTHORI,32370,Meyers Ridge Phase,527A Friendship Ave,Mc Kees Rocks,PA,1/22/2015,87
538049,ALLEGHENY COUNTY HOUSING AUTHORI,37509,G. WASHINGTON CARV,565 Reed St,Clairton,PA,1/23/2015,80
538058,ALLEGHENY COUNTY HOUSING AUTHORI,36497,Negley Gardens,800 Mill St,Tarentum,PA,1/30/2015,97
538030,ALLEGHENY COUNTY HOUSING AUTHORI,37108,DUMPLIN HALL,502 Hay St,Wilkinsburg,PA,2/2/2015,94
528010,Allen Metropolitan Housing Autho,11227,Scattered Site: Ac,600 S Main St,Lima,OH,9/2/2014,87
506763,Allentown Housing Authority,23622,WALNUT MANOR,1519 W Walnut St,Allentown,PA,7/26/2013,60
507191,Allentown Housing Authority,16224,JOHN GROSS TOWERS,1339 W Allen St,Allentown,PA,7/29/2013,82
506480,Allentown Housing Authority,32040,LITTLE LEHIGH,671 Lawrence Ct,Allentown,PA,7/30/2013,72
506587,Allentown Housing Authority,34808,SCATTER SITE,101 N 3rd St,Allentown,PA,7/31/2013,84
507283,Allentown Housing Authority,27851,CUMBERLAND GARDENS,1103 S Carlisle St,Allentown,PA,8/5/2013,80
528435,Allentown Housing Authority,29905,Overlook Park 2B,445 Hanover Ave,Allentown,PA,11/5/2014,95
528419,Allentown Housing Authority,23582,CENTRAL PARK,683 N Wahneta St,Allentown,PA,11/6/2014,91
528416,Allentown Housing Authority,11035,Overlook Park 2A,319 N Bradford St,Allentown,PA,11/7/2014,98
528183,Allentown Housing Authority,26701,Overlook Park 1A,445 Hanover Ave,Allentown,PA,11/10/2014,91
528061,Allentown Housing Authority,27891,WALNUT MANOR,1519 W Walnut St,Allentown,PA,11/12/2014,86
527940,Allentown Housing Authority,27060,700 Building,671 Lawrence Ct,Allentown,PA,11/13/2014,93
527676,Allentown Housing Authority,18989,LITTLE LEHIGH,671 Lawrence Ct,Allentown,PA,11/14/2014,79
527509,Allentown Housing Authority,34040,Cumberland Phase I,503 E Cumberland St,Allentown,PA,11/17/2014,98
527254,Allentown Housing Authority,28413,TOWERS EAST,1337 W Allen St,Allentown,PA,11/18/2014,92
510487,Alliance Housing Authority,10628,MAXWELL SQUARE,300 S Potash Ave Apt 27,Alliance,NE,10/23/2013,94
507104,Alma Housing Authority,17154,PARKVIEW MANOR,1103 4th St,Alma,NE,7/29/2013,99
528343,Altoona Housing Authority,24813,GOLDEN ACRES,Scattered Sites,ALTOONA,WI,9/15/2014,98
528289,ALTOONA HOUSING AUTHORITY,18863,FAIRVIEW HILLS,1614 1st St,Altoona,PA,11/24/2014,83
506277,Amherst Housing Authority,14373,WATSON FARMS,693 Main St,Amherst,MA,7/2/2013,97
507312,Anderson Housing Authority,24757,ANDERSON LHA,500 Tatum St,Anderson,MO,8/26/2013,94
527241,Ann Arbor Housing Commission,33151,SCATTERED SITES,727 Miller Ave,Ann Arbor,MI,11/13/2014,87
528434,Ann Arbor Housing Commission,24255,SCATTERED SITES,727 Miller Ave,Ann Arbor,MI,11/14/2014,77
506293,ANNISTON HA,38601,GLENADDIE HOMES,500 Glenaddie Ave,Anniston,AL,6/19/2013,96
523892,ANNISTON HA,10785,COOPER HOMES,1414 Cooper Ave,Anniston,AL,8/21/2014,90
535370,ANNISTON HA,31506,CONSTANTINE HOMES,316 Elm St,Anniston,AL,12/30/2014,88
522114,Ansley Housing Authority,12782,HUSKER HOMES,715 W Main St,ANSLEY,NE,6/2/2014,92
523856,Anthony Housing Authority,27253,ANTHONY  HA,924 E 924 East Spring Street,ANTHONY,KS,8/12/2014,72
505877,Aransas Pass Housing Authority,25005,JOHN L. MEREDITH,254 N 13th St,Aransas Pass,TX,10/22/2013,94
522390,ARCADIA HOUSING AUTHORITY,35219,THE OAKS,7 Booker T Washington Rd,Arcadia,FL,4/23/2014,88
521585,ARCADIA HOUSING AUTHORITY,16471,THE PALMS,3 Harris Rd,Arcadia,FL,4/25/2014,89
505889,Area Housing Commission,19114,ATTUCKS COURT,1300 W Cervantes St,Pensacola,FL,6/24/2013,82
505937,Area Housing Commission,28713,MORENO COURT,900 S Old Corry Field Rd,Pensacola,FL,6/25/2013,90
506066,Area Housing Commission,22112,GONZALEZ-REPLACEME,2800 N 9th Ave,Pensacola,FL,6/26/2013,95
505995,Area Housing Commission,10262,NAME UNKNOWN,1401 W Lloyd St,Pensacola,FL,6/27/2013,97
522470,Area XV Multi-County Housing Age,12015,AREA XV,407 N College St,Agency,IA,4/14/2014,97
528466,Arkadelphia Housing Authority,20106,CARPENTER HILL HOM,670 S 6th St,Arkadelphia,AR,9/17/2014,78
506383,Asbury Park Housing Authority,17701,ASBURY PARK VILLAG,2 Austin St,Tinton Falls,NJ,7/2/2013,80
505833,Asbury Park Housing Authority,18000,WASHINGTON VILLAGE,1259 Washington Ave,Asbury Park,NJ,7/9/2013,85
505944,Asbury Park Housing Authority,37815,LINCOLN VILLAGE,1000 1/2 3rd Ave,Asbury Park,NJ,7/17/2013,79
506134,Asbury Park Housing Authority,39364,DR E A ROBINSON TO,1000 3rd Ave,Asbury Park,NJ,8/21/2013,68
505895,Asbury Park Housing Authority,37502,BOSTONWAY VILLAGE,1000 1/2 3rd Ave,Asbury Park,NJ,8/22/2013,40
506071,Asbury Park Housing Authority,39058,CHARLES LUMLEY HOM,1000 1/2 3rd Ave,Asbury Park,NJ,8/29/2013,70
523548,Asbury Park Housing Authority,14987,DR E A ROBINSON TO,1000 3rd Ave,Asbury Park,NJ,5/21/2014,69
523465,Asbury Park Housing Authority,35723,CHARLES LUMLEY HOM,1000 1/2 3rd Ave,Asbury Park,NJ,6/3/2014,89
523308,Asbury Park Housing Authority,18685,LINCOLN VILLAGE,1000 1/2 3rd Ave,Asbury Park,NJ,6/20/2014,80
523173,Asheboro Housing Authority,14397,Asheboro Housing,338 W Wainman Ave,Asheboro,NC,6/9/2014,94
505933,Ashland County Housing Authority,12509,ASHLAND CO,124 E Bennett St,Mellen,WI,7/11/2013,84
523643,Ashland Housing Authority,29106,High Rise/Scattere,Scattered Sites,ASHLAND,WI,4/29/2014,80
505544,ASHTABULA METROPOLITAN HOUSING A,21100,Woodman/Bardmoor/S,3526 Lake Ave,Ashtabula,OH,6/5/2013,61
505543,ASHTABULA METROPOLITAN HOUSING A,27925,Lakeview/Gulfview,3526 Lake Ave,Ashtabula,OH,7/26/2013,69
521691,ASHTABULA METROPOLITAN HOUSING A,13920,Lakeview/Gulfview,3526 Lake Ave,Ashtabula,OH,4/24/2014,87
521786,ASHTABULA METROPOLITAN HOUSING A,37948,Woodman/Bardmoor/S,3526 Lake Ave,Ashtabula,OH,6/3/2014,92
506301,Atchison Housing Authority,11986,Atchison Housing A,103 S 7th St,Atchison,KS,6/17/2013,82
510893,Athens Housing Authority,36031,FORREST HILLS,207 Moses St,Athens,TN,2/6/2014,93
521564,Athens Metropolitan Housing Auth,10996,SCATTERED SITES,10 Hope Dr,Athens,OH,5/21/2014,91
522661,Athens Metropolitan Housing Auth,21816,HOPE DRIVE APARTME,10 Hope Dr,Athens,OH,5/22/2014,91
510595,Atlanta Property Management,10410,UNNAMED,106 S Howe St,Atlanta,TX,10/24/2013,94
537802,Atwood Housing Authority,21240,WHEATRIDGE MANOR,801 S 3rd St,Atwood,KS,1/28/2015,90
506062,Auburn Housing Authority,32363,LAKE AUBURN TOWNE,74 Lake Auburn Ave,Auburn,ME,7/18/2013,95
510771,Auburn Housing Authority,30776,VALLEY VIEW APARTM,1017 H St,Auburn,NE,9/18/2013,68
523154,Auburn Housing Authority,10792,OLYMPIA TERRACE,67 Olympia Ave,AUBURN,NY,6/30/2014,79
527481,Augusta Housing Authority,19490,OSAGE MANOR&SPENCE,1201  620 Osage Street Drive,AUGUSTA,KS,11/6/2014,90
521835,Aurora Housing Authority,36456,BUCKINGHAM GARDENS,10827 E Kentucky Ave,Aurora,CO,4/22/2014,68
523602,Aurora Housing Authority,12831,CROSSROADS COURT,1505 P St,Aurora,NE,6/24/2014,93
537889,Aurora Housing Authority,14683,Aloha & Oak Ridge,111 W Springfield St,Aurora,MO,2/2/2015,97
505872,Aurora Housing Authority ofthe C,21032,Jericho Circle,1630 Plum St,Aurora,IL,6/10/2013,77
505924,Aurora Housing Authority ofthe C,14570,MAPLE TERRACE,905 2nd Ave,Aurora,IL,6/11/2013,82
523230,Aurora Housing Authority ofthe C,14908,Jericho Circle,1630 Plum St,Aurora,IL,7/3/2014,53
523387,Austin Housing Authority,35116,ROSEWOOD COURTS,2001 Rosewood Ave,Austin,TX,4/7/2014,93
523487,Austin Housing Authority,31169,Santa Rita Courts,2341 Corta St,Austin,TX,4/8/2014,82
523583,Austin Housing Authority,33320,MEADOWBROOK COURTS,1201 W Live Oak St,Austin,TX,4/9/2014,91
523288,Austin Housing Authority,32933,CHALMERS COURTS,1801 E 4th St,Austin,TX,4/10/2014,91
523915,Austin Housing Authority,30841,BOULDIN OAKS,1203 Cumberland Rd,Austin,TX,4/11/2014,93
523327,Austin Housing Authority,34298,NORTH LOOP APARTME,2300 W North Loop Blvd,Austin,TX,5/28/2014,99
523711,Austin Housing Authority,10417,LAKESIDE APARTMENT,85 Trinity St,Austin,TX,5/29/2014,99
523827,Austin Housing Authority,34336,GASTON PLACE,1941 Gaston Place Dr,Austin,TX,5/30/2014,99
523138,Austin Housing Authority,38181,THURMOND HEIGHTS,8426 Goldfinch Ct,Austin,TX,6/5/2014,95
523432,Austin Housing Authority,33220,NORTHGATE WEST APA,9120 Northgate Blvd,Austin,TX,6/23/2014,97
523234,Austin Housing Authority,25920,GEORGIAN MANOR,110 Bolles Cir,Austin,TX,6/26/2014,96
523463,Austin Housing Authority,36672,Shadowbend Ridge,110 Bolles Cir,Austin,TX,6/30/2014,99
523273,Ayden Housing Authority,20277,Liberty Arms / Nor,705 Liberty St,Ayden,NC,4/2/2014,79
536033,Baldwin Housing Commission,26848,HOLLISTER MANOR,105 Fournier Dr,Baldwin,MI,11/25/2014,88
510407,Bangor Housing Commission,19725,BLACK RIVER COMMON,820 2nd St,Bangor,MI,10/18/2013,88
537863,Bar Harbor Housing Authority,28973,MALVERN-BELMONT ES,80 Mount Desert St,Bar Harbor,ME,12/17/2014,91
522055,Baraga Housing Commission,22527,HILLCREST MANOR,412 Michigan Ave,Baraga,MI,5/28/2014,85
523913,Barre Housing Authority,16757,GREEN ACRES,Allen Street Extension,BARRE,VT,6/16/2014,90
523150,Barre Housing Authority,19254,NO BARRE MANOR,455 N Main St,Barre,VT,6/18/2014,92
511568,Bassett Housing Authority,20903,MEADOW VIEW HOMES,400 Panzer St,Bassett,NE,1/16/2014,100
536422,Bastrop Housing Authority,26730,"ANDERSON,LINDEN,RI",502  FARM Street,BASTROP,TX,11/3/2014,95
539356,Batavia Housing Authority,14576,400 TOWERS,400 E Main St,Batavia,NY,12/30/2014,96
539346,Batavia Housing Authority,26365,3 SITES,400 E Main St,Batavia,NY,1/28/2015,92
521581,Bath Charter Township Housing Co,20292,COUNTRYSIDE MANOR,14379 Webster Rd,Bath,MI,5/1/2014,57
510396,Battle Creek Housing Commission,26979,PARKWAY MANOR,250 Champion St,Battle Creek,MI,10/29/2013,78
510473,Battle Creek Housing Commission,10981,CHERRY HILL MANOR,250 Champion St,Battle Creek,MI,10/30/2013,72
536051,Battle Creek Housing Commission,29939,CHERRY HILL MANOR,250 Champion St,Battle Creek,MI,1/26/2015,95
536013,Battle Creek Housing Commission,15344,BATTLE CREEK TURNK,250 Champion St,Battle Creek,MI,1/27/2015,84
536042,Battle Creek Housing Commission,34258,PARKWAY MANOR,250 Champion St,Battle Creek,MI,1/29/2015,88
510381,Bay City Housing Commission,16470,SMITH MANOR,600 N Van Buren St,Bay City,MI,1/28/2014,94
536032,Bay City Housing Commission,35900,PINE TOWERS,1200 N Madison Ave,Bay City,MI,11/12/2014,97
536022,Bay City Housing Commission,32003,SCATTERED SITE HOU,1200 N 1200 MADISON AVE Avenue,BAY CITY,MI,11/13/2014,99
506025,Bayard Housing Authority,21186,EAST LAWN MANOR,501 E 6th St,Bayard,NE,7/30/2013,96
527334,Bayonne Housing Authority,10663,HOOK VLG/KVK ANNEX,50 E 21st St,Bayonne,NJ,9/10/2014,86
527188,Bayonne Housing Authority,16280,HOOK VLG/KVK ANNEX,50 E 21st St,Bayonne,NJ,9/11/2014,80
527463,Bayonne Housing Authority,26407,BACK BAY GRDNS,50 E 21st St,Bayonne,NJ,9/12/2014,89
523372,Bear Creek Housing Authority,23778,LYNNELLE DR APTS.,314 Lynelle Ave,Bear Creek,AL,6/27/2014,88
522076,Beaver City Housing Authority,39300,HILL TOP APARTMENT,325 E Center St,Beaver,UT,4/7/2014,98
522054,BECKER COUNTY ECONOMIC DEVELOPME,23270,BECKER COUNTY LRPH,Scattered Sites,DETROIT LAKES,MN,3/12/2014,73
536054,Bedford Township Housing Commiss,18616,IVOR J LINDSAY SEN,8745 Lewis Ave,Temperance,MI,11/26/2014,99
505851,Beeville Housing Authority,39850,UNNAMED,1101 W Bowie St,Beeville,TX,6/3/2013,91
528353,Belding Housing Commission,27178,WOODHAVEN,41 Belhaven St,Belding,MI,10/9/2014,79
537793,Belleville Housing Authority,26833,EASTVIEW TERRACE,2001  2001 21st Street,BELLEVILLE,KS,1/6/2015,95
511570,Bellevue Housing Authority,33534,BELLEVUE HOUSING A,8214 Armstrong Cir,Bellevue,NE,12/2/2013,80
510391,Belmar Housing Authority,11983,BELMAR PLAZA APTS,710 8th Ave,Belmar,NJ,7/30/2013,79
506234,Belmont Housing Authority,20633,BELMONT HOUSING AU,51 Flowers Ct,Belmont,NC,6/12/2013,87
506198,Belmont Metropolitan Housing Aut,26915,BELLAIRE SCATTERED,100 S 433 32nd STREET Bellaire Scattered,BELLAIRE,OH,7/9/2013,84
506132,Belmont Metropolitan Housing Aut,35736,ROSEHILL TOWER,3345  3345 MONROE STREET 3345 MONROE STR,BELLAIRE,OH,7/10/2013,94
523467,Belmont Metropolitan Housing Aut,29113,ST. MYER TERRACE,1721 N 9th St,Martins Ferry,OH,6/3/2014,95
